MonthYear,District,ServiceId,Count
7 - 2020,38,1,3
7 - 2020,42,0,1
7 - 2020,43,0,2
7 - 2020,44,0,1
7 - 2020,44,1,3
7 - 2020,46,0,1
7 - 2020,48,0,1
7 - 2020,49,0,6
7 - 2020,50,0,1
7 - 2020,51,0,12
7 - 2020,51,1,3
7 - 2020,52,0,5
7 - 2020,52,1,3
7 - 2020,53,0,5
7 - 2020,54,0,5
7 - 2020,55,0,6
7 - 2020,55,1,5
7 - 2020,56,0,4
7 - 2020,57,0,1
7 - 2020,58,0,7
7 - 2020,60,0,5
7 - 2020,60,1,3
7 - 2020,61,0,4
7 - 2020,61,1,2
7 - 2020,62,0,2
7 - 2020,63,0,2
7 - 2020,63,1,3
7 - 2020,64,0,3
7 - 2020,66,0,3
7 - 2020,67,0,1
7 - 2020,68,0,3
7 - 2020,68,1,3
7 - 2020,69,0,2
7 - 2020,69,1,4
7 - 2020,70,1,3
7 - 2020,71,0,4
7 - 2020,73,0,1
7 - 2020,73,1,2
7 - 2020,75,0,2
7 - 2020,76,0,1
7 - 2020,78,0,3
7 - 2020,79,1,3
7 - 2020,80,0,5
7 - 2020,80,1,11
7 - 2020,81,0,2
7 - 2020,83,1,4
7 - 2020,84,0,1
7 - 2020,85,0,2
7 - 2020,85,1,1
7 - 2020,86,1,2
7 - 2020,86,2,1
7 - 2020,87,0,3
7 - 2020,88,1,3
7 - 2020,89,0,3
7 - 2020,90,0,4
7 - 2020,91,0,2
7 - 2020,91,1,2
7 - 2020,92,0,11
7 - 2020,92,1,2
7 - 2020,93,0,2
7 - 2020,94,0,5
7 - 2020,96,0,3
7 - 2020,99,0,1
7 - 2020,100,0,2
7 - 2020,101,0,8
7 - 2020,101,1,3
7 - 2020,101,2,2
7 - 2020,102,0,4
7 - 2020,103,0,11
7 - 2020,104,0,1
7 - 2020,105,0,1
7 - 2020,106,0,1
7 - 2020,107,0,2
7 - 2020,107,1,3
7 - 2020,108,0,2
7 - 2020,109,0,7
7 - 2020,109,1,6
7 - 2020,110,0,1
7 - 2020,112,0,5
7 - 2020,113,0,3
7 - 2020,114,0,5
7 - 2020,114,1,4
7 - 2020,115,0,7
7 - 2020,117,0,2
7 - 2020,117,1,4
7 - 2020,119,0,3
7 - 2020,120,0,1
7 - 2020,123,0,6
7 - 2020,124,0,2
7 - 2020,125,0,2
7 - 2020,125,1,2
7 - 2020,125,2,1
7 - 2020,126,0,6
7 - 2020,126,1,4
7 - 2020,127,0,2
7 - 2020,127,1,1
7 - 2020,129,0,2
7 - 2020,130,0,4
7 - 2020,130,1,2
7 - 2020,131,0,3
7 - 2020,134,0,2
7 - 2020,135,0,1
7 - 2020,136,0,6
7 - 2020,137,0,3
7 - 2020,140,0,9
7 - 2020,141,0,1
7 - 2020,142,0,3
7 - 2020,143,0,4
7 - 2020,144,1,3
7 - 2020,146,2,2
7 - 2020,147,0,2
7 - 2020,148,0,2
7 - 2020,149,0,6
7 - 2020,149,1,2
7 - 2020,150,0,2
7 - 2020,151,0,3
7 - 2020,151,1,4
7 - 2020,152,0,2
7 - 2020,153,0,10
7 - 2020,153,1,15
7 - 2020,154,0,1
7 - 2020,155,0,9
7 - 2020,155,1,4
7 - 2020,157,0,2
7 - 2020,157,1,2
7 - 2020,160,0,8
7 - 2020,160,1,2
7 - 2020,161,0,1
7 - 2020,163,0,4
7 - 2020,164,0,3
7 - 2020,164,1,2
7 - 2020,165,0,4
7 - 2020,165,1,3
7 - 2020,165,2,1
7 - 2020,166,0,2
7 - 2020,167,1,2
7 - 2020,168,0,6
7 - 2020,168,1,2
7 - 2020,170,0,16
7 - 2020,170,1,6
7 - 2020,171,1,2
7 - 2020,172,0,2
7 - 2020,174,0,3
7 - 2020,176,0,3
7 - 2020,176,1,2
7 - 2020,177,0,1
7 - 2020,179,0,1
7 - 2020,179,1,3
7 - 2020,181,0,3
7 - 2020,182,0,2
7 - 2020,183,0,3
7 - 2020,184,0,3
7 - 2020,185,0,1
7 - 2020,186,0,1
7 - 2020,187,0,2
7 - 2020,188,0,2
7 - 2020,190,0,7
7 - 2020,190,1,3
7 - 2020,192,0,7
7 - 2020,192,1,5
7 - 2020,193,0,6
7 - 2020,194,0,3
7 - 2020,195,0,8
7 - 2020,198,0,3
7 - 2020,200,0,1
7 - 2020,202,0,1
7 - 2020,203,0,1
7 - 2020,204,0,12
7 - 2020,204,1,2
7 - 2020,209,0,4
7 - 2020,209,1,2
7 - 2020,211,0,2
7 - 2020,211,1,2
7 - 2020,213,0,5
7 - 2020,214,0,2
7 - 2020,215,0,3
7 - 2020,215,1,2
7 - 2020,216,0,3
7 - 2020,217,0,1
7 - 2020,219,0,5
7 - 2020,220,0,6
7 - 2020,222,1,6
7 - 2020,223,0,1
7 - 2020,223,1,2
7 - 2020,224,0,2
7 - 2020,225,0,7
7 - 2020,225,1,3
7 - 2020,227,0,2
7 - 2020,228,0,9
7 - 2020,228,1,2
7 - 2020,229,0,3
7 - 2020,230,0,3
7 - 2020,231,0,7
7 - 2020,231,1,2
7 - 2020,232,0,1
7 - 2020,233,1,2
7 - 2020,234,0,2
7 - 2020,234,1,2
7 - 2020,235,0,2
7 - 2020,236,0,5
7 - 2020,237,0,2
7 - 2020,238,0,1
7 - 2020,239,0,2
7 - 2020,239,1,1
7 - 2020,240,0,2
7 - 2020,240,1,5
7 - 2020,241,0,2
7 - 2020,242,0,1
7 - 2020,243,0,1
7 - 2020,245,0,4
7 - 2020,246,0,9
7 - 2020,248,0,4
7 - 2020,249,0,1
7 - 2020,250,0,14
7 - 2020,253,0,3
7 - 2020,253,1,2
7 - 2020,254,0,14
7 - 2020,254,1,5
7 - 2020,255,0,3
7 - 2020,256,0,5
7 - 2020,258,0,5
7 - 2020,259,0,3
7 - 2020,260,0,3
7 - 2020,261,0,2
7 - 2020,262,0,3
7 - 2020,263,0,1
7 - 2020,264,1,2
7 - 2020,265,0,3
7 - 2020,266,0,1
7 - 2020,266,1,1
7 - 2020,267,0,2
7 - 2020,268,0,7
7 - 2020,268,1,4
7 - 2020,271,0,1
7 - 2020,272,0,5
7 - 2020,272,1,3
7 - 2020,275,0,2
7 - 2020,276,0,1
7 - 2020,277,0,1
7 - 2020,279,0,1
7 - 2020,281,0,3
7 - 2020,282,0,1
7 - 2020,284,0,5
7 - 2020,285,0,1
7 - 2020,287,0,2
7 - 2020,289,0,4
7 - 2020,290,0,1
7 - 2020,291,0,5
7 - 2020,293,0,3
7 - 2020,293,1,6
7 - 2020,294,0,21
7 - 2020,295,0,15
7 - 2020,295,1,4
7 - 2020,298,0,1
7 - 2020,298,2,1
7 - 2020,299,0,6
7 - 2020,301,0,1
7 - 2020,302,0,2
7 - 2020,303,0,3
7 - 2020,304,0,4
7 - 2020,304,1,4
7 - 2020,305,0,1
7 - 2020,306,0,3
7 - 2020,306,2,2
7 - 2020,308,0,4
7 - 2020,308,1,2
7 - 2020,309,0,5
7 - 2020,310,0,8
7 - 2020,311,0,1
7 - 2020,313,0,2
7 - 2020,313,1,2
7 - 2020,314,0,1
7 - 2020,315,0,7
7 - 2020,315,1,2
7 - 2020,317,0,5
7 - 2020,318,0,2
7 - 2020,318,1,3
7 - 2020,320,0,1
7 - 2020,321,0,2
7 - 2020,325,1,2
7 - 2020,326,0,1
7 - 2020,327,0,3
7 - 2020,327,1,2
7 - 2020,328,0,2
7 - 2020,328,1,3
7 - 2020,329,0,1
7 - 2020,330,0,5
7 - 2020,330,1,3
7 - 2020,331,0,3
7 - 2020,332,0,8
7 - 2020,332,1,3
7 - 2020,333,0,4
7 - 2020,334,0,2
7 - 2020,334,1,4
7 - 2020,336,0,9
7 - 2020,336,1,2
7 - 2020,337,0,9
7 - 2020,337,1,12
7 - 2020,337,2,2
7 - 2020,338,0,8
7 - 2020,338,1,1
7 - 2020,339,0,1
7 - 2020,340,0,19
7 - 2020,340,1,2
7 - 2020,340,2,2
7 - 2020,341,0,4
7 - 2020,342,0,1
7 - 2020,343,0,2
7 - 2020,343,1,1
7 - 2020,344,0,7
7 - 2020,345,0,1
7 - 2020,346,0,4
7 - 2020,347,0,2
7 - 2020,349,0,4
7 - 2020,350,0,6
7 - 2020,351,0,2
7 - 2020,351,1,2
7 - 2020,353,0,5
7 - 2020,354,0,1
7 - 2020,355,0,3
7 - 2020,355,1,7
7 - 2020,356,0,1
7 - 2020,358,0,4
7 - 2020,358,1,5
7 - 2020,360,1,3
7 - 2020,361,0,1
7 - 2020,362,0,2
7 - 2020,364,0,1
7 - 2020,365,0,1
7 - 2020,366,0,1
7 - 2020,367,0,1
7 - 2020,369,0,2
7 - 2020,370,0,6
7 - 2020,373,0,3
7 - 2020,373,1,4
7 - 2020,374,0,7
7 - 2020,374,1,7
7 - 2020,376,0,5
7 - 2020,377,0,8
7 - 2020,377,1,4
7 - 2020,378,0,1
7 - 2020,378,1,2
7 - 2020,379,1,1
7 - 2020,380,0,2
7 - 2020,381,0,5
7 - 2020,381,2,1
7 - 2020,382,0,1
7 - 2020,383,0,2
7 - 2020,384,0,1
7 - 2020,385,0,7
7 - 2020,386,0,1
7 - 2020,387,0,1
7 - 2020,388,0,2
7 - 2020,389,0,2
7 - 2020,390,0,2
7 - 2020,392,0,1
7 - 2020,394,0,2
7 - 2020,395,0,6
7 - 2020,395,1,5
7 - 2020,396,0,1
7 - 2020,397,0,4
7 - 2020,397,1,1
7 - 2020,398,0,4
7 - 2020,398,1,1
7 - 2020,399,0,10
7 - 2020,399,1,1
7 - 2020,400,0,1
7 - 2020,400,1,3
7 - 2020,401,0,1
7 - 2020,401,1,3
7 - 2020,402,0,1
7 - 2020,403,0,9
7 - 2020,404,0,2
7 - 2020,405,0,1
7 - 2020,405,1,2
7 - 2020,406,0,4
7 - 2020,407,0,3
7 - 2020,407,1,4
7 - 2020,409,0,6
7 - 2020,411,1,4
7 - 2020,412,2,2
7 - 2020,413,0,3
7 - 2020,414,0,8
7 - 2020,414,1,7
7 - 2020,415,0,2
7 - 2020,418,0,1
7 - 2020,420,0,3
7 - 2020,421,0,1
7 - 2020,422,0,2
7 - 2020,423,0,1
7 - 2020,424,0,6
7 - 2020,425,0,3
7 - 2020,425,1,3
7 - 2020,427,0,5
7 - 2020,428,0,6
7 - 2020,429,0,5
7 - 2020,429,1,3
7 - 2020,430,0,2
7 - 2020,432,0,1
7 - 2020,433,0,1
7 - 2020,434,0,9
7 - 2020,435,0,4
7 - 2020,435,1,2
7 - 2020,438,0,2
7 - 2020,439,0,1
7 - 2020,440,0,1
7 - 2020,441,0,2
7 - 2020,442,0,7
7 - 2020,442,1,5
7 - 2020,443,0,2
7 - 2020,443,1,1
7 - 2020,444,0,3
7 - 2020,445,0,7
7 - 2020,446,0,1
7 - 2020,447,0,1
7 - 2020,448,0,3
7 - 2020,448,1,1
7 - 2020,449,0,1
7 - 2020,450,0,2
7 - 2020,451,0,1
7 - 2020,453,0,4
7 - 2020,455,0,1
7 - 2020,456,0,2
7 - 2020,459,1,6
7 - 2020,460,0,6
7 - 2020,461,0,10
7 - 2020,461,1,6
7 - 2020,463,0,3
7 - 2020,464,0,4
7 - 2020,464,1,2
7 - 2020,465,0,9
7 - 2020,465,1,2
7 - 2020,466,0,1
7 - 2020,466,1,1
7 - 2020,467,0,3
7 - 2020,468,0,7
7 - 2020,469,0,2
7 - 2020,470,0,1
7 - 2020,471,0,6
7 - 2020,471,1,3
7 - 2020,472,0,2
7 - 2020,473,0,5
7 - 2020,473,1,2
7 - 2020,474,0,4
7 - 2020,475,0,1
7 - 2020,475,1,1
7 - 2020,476,0,2
7 - 2020,477,0,3
7 - 2020,478,1,1
7 - 2020,479,0,3
7 - 2020,479,1,4
7 - 2020,480,0,1
7 - 2020,480,1,2
7 - 2020,482,0,1
7 - 2020,483,0,2
7 - 2020,486,0,3
7 - 2020,487,0,1
7 - 2020,488,0,1
7 - 2020,489,0,5
7 - 2020,490,0,5
7 - 2020,492,0,8
7 - 2020,493,0,2
7 - 2020,496,0,5
7 - 2020,499,0,2
7 - 2020,499,1,3
7 - 2020,500,1,3
7 - 2020,502,0,2
7 - 2020,502,1,2
7 - 2020,504,0,2
7 - 2020,504,1,2
7 - 2020,505,0,1
7 - 2020,508,0,9
7 - 2020,508,2,4
7 - 2020,509,0,2
7 - 2020,510,0,2
7 - 2020,511,0,2
7 - 2020,512,0,1
7 - 2020,513,0,5
7 - 2020,514,0,2
7 - 2020,515,0,4
7 - 2020,515,1,2
7 - 2020,516,0,6
7 - 2020,517,0,3
7 - 2020,518,0,2
7 - 2020,518,1,3
7 - 2020,521,0,2
7 - 2020,523,0,1
7 - 2020,524,0,1
7 - 2020,526,0,5
7 - 2020,527,0,2
7 - 2020,528,0,9
7 - 2020,530,0,1
7 - 2020,531,0,8
7 - 2020,533,0,5
7 - 2020,533,1,4
7 - 2020,535,0,1
7 - 2020,535,1,5
7 - 2020,536,0,2
7 - 2020,537,0,6
7 - 2020,539,0,1
7 - 2020,540,0,4
7 - 2020,540,1,1
7 - 2020,541,0,1
7 - 2020,541,1,2
7 - 2020,542,0,1
7 - 2020,543,0,2
7 - 2020,543,1,1
7 - 2020,546,0,4
7 - 2020,547,0,6
7 - 2020,548,0,1
7 - 2020,551,0,1
7 - 2020,552,0,1
7 - 2020,553,0,1
7 - 2020,556,0,6
7 - 2020,560,0,2
7 - 2020,560,1,2
7 - 2020,561,1,3
7 - 2020,564,0,2
7 - 2020,565,0,2
7 - 2020,565,1,6
7 - 2020,567,0,1
7 - 2020,568,0,2
7 - 2020,571,0,1
7 - 2020,572,0,5
7 - 2020,572,1,2
7 - 2020,574,0,1
7 - 2020,575,0,2
7 - 2020,575,1,1
7 - 2020,576,0,1
7 - 2020,577,0,1
7 - 2020,578,0,2
7 - 2020,580,0,3
7 - 2020,580,1,2
7 - 2020,581,0,3
7 - 2020,582,0,1
7 - 2020,583,0,5
7 - 2020,584,0,2
7 - 2020,585,0,3
7 - 2020,586,0,4
7 - 2020,587,0,1
7 - 2020,589,1,3
7 - 2020,590,0,4
7 - 2020,590,1,2
7 - 2020,591,0,5
7 - 2020,592,0,1
7 - 2020,593,0,9
7 - 2020,594,0,1
7 - 2020,595,1,3
7 - 2020,596,0,4
7 - 2020,597,0,2
7 - 2020,597,1,1
7 - 2020,598,0,6
7 - 2020,599,0,1
7 - 2020,600,0,4
7 - 2020,600,1,4
7 - 2020,601,0,4
7 - 2020,602,0,1
7 - 2020,603,0,5
7 - 2020,604,0,3
7 - 2020,605,1,1
7 - 2020,606,0,1
7 - 2020,607,0,1
7 - 2020,608,0,1
7 - 2020,609,0,3
7 - 2020,611,0,5
7 - 2020,611,1,2
7 - 2020,612,0,6
7 - 2020,614,0,2
7 - 2020,615,0,4
7 - 2020,615,1,5
7 - 2020,617,0,2
7 - 2020,618,0,5
7 - 2020,619,0,1
7 - 2020,620,0,2
7 - 2020,623,0,2
7 - 2020,624,0,4
7 - 2020,625,0,8
7 - 2020,627,0,1
7 - 2020,628,0,1
7 - 2020,630,0,3
7 - 2020,631,0,1
7 - 2020,631,1,3
7 - 2020,632,0,3
7 - 2020,634,0,3
7 - 2020,638,0,4
7 - 2020,639,0,4
7 - 2020,640,0,5
7 - 2020,641,0,1
7 - 2020,642,1,2
7 - 2020,643,0,2
7 - 2020,643,1,5
7 - 2020,645,0,1
7 - 2020,647,0,7
7 - 2020,647,1,2
7 - 2020,650,0,2
7 - 2020,650,1,2
7 - 2020,651,0,9
7 - 2020,651,1,2
7 - 2020,653,0,11
7 - 2020,654,0,4
7 - 2020,656,0,3
7 - 2020,657,0,5
7 - 2020,659,0,3
7 - 2020,664,0,1
7 - 2020,665,0,9
7 - 2020,666,0,1
7 - 2020,667,0,2
7 - 2020,669,0,1
7 - 2020,673,0,5
7 - 2020,674,0,3
7 - 2020,675,0,1
7 - 2020,676,0,2
7 - 2020,678,0,2
7 - 2020,679,0,2
7 - 2020,679,1,3
7 - 2020,680,0,10
7 - 2020,681,0,2
7 - 2020,683,0,4
7 - 2020,684,0,1
7 - 2020,685,0,1
7 - 2020,686,0,1
7 - 2020,688,0,4
7 - 2020,688,1,2
7 - 2020,689,0,4
7 - 2020,690,0,1
7 - 2020,691,0,1
7 - 2020,692,0,4
7 - 2020,694,0,2
7 - 2020,694,1,2
7 - 2020,695,0,1
7 - 2020,696,0,1
7 - 2020,697,0,2
7 - 2020,698,0,1
7 - 2020,701,0,2
7 - 2020,701,1,3
7 - 2020,702,0,1
7 - 2020,703,0,2
7 - 2020,703,1,2
7 - 2020,704,0,1
7 - 2020,705,0,1
7 - 2020,707,0,1
7 - 2020,708,0,2
7 - 2020,708,2,1
7 - 2020,710,0,5
7 - 2020,711,0,1
7 - 2020,712,0,4
7 - 2020,713,0,1
7 - 2020,714,0,1
7 - 2020,715,0,1
7 - 2020,719,0,5
7 - 2020,723,0,2
7 - 2020,724,0,1
7 - 2020,724,1,2
7 - 2020,727,0,2
7 - 2020,730,0,3
7 - 2020,731,0,1
7 - 2020,732,1,2
7 - 2020,736,0,5
7 - 2020,737,0,4
7 - 2020,739,1,2
7 - 2020,740,1,2
7 - 2020,742,0,3
7 - 2020,742,1,1
7 - 2020,745,0,12
7 - 2020,746,0,2
7 - 2020,747,0,3
7 - 2020,747,1,8
7 - 2020,748,0,4
7 - 2020,748,1,2
7 - 2020,749,0,2
7 - 2020,750,0,2
7 - 2020,751,0,9
7 - 2020,751,1,3
7 - 2020,753,0,3
7 - 2020,754,0,3
7 - 2020,756,0,3
7 - 2020,758,0,1
7 - 2020,759,0,3
7 - 2020,761,0,2
7 - 2020,762,0,4
7 - 2020,762,1,3
7 - 2020,763,0,2
7 - 2020,764,0,1
7 - 2020,766,0,3
7 - 2020,767,0,2
7 - 2020,768,0,1
7 - 2020,769,0,1
7 - 2020,769,1,1
7 - 2020,770,0,2
7 - 2020,771,0,2
7 - 2020,777,0,4
7 - 2020,778,0,2
7 - 2020,780,0,4
7 - 2020,781,0,1
7 - 2020,783,0,2
7 - 2020,784,0,2
7 - 2020,786,1,2
7 - 2020,788,0,3
7 - 2020,788,1,3
7 - 2020,789,0,1
7 - 2020,791,0,1
7 - 2020,792,0,5
7 - 2020,794,0,6
7 - 2020,794,1,1
7 - 2020,795,0,2
7 - 2020,795,1,6
7 - 2020,796,0,1
7 - 2020,798,0,1
7 - 2020,800,0,1
7 - 2020,801,0,1
7 - 2020,802,0,2
7 - 2020,802,1,3
7 - 2020,803,0,8
7 - 2020,804,0,1
7 - 2020,805,0,1
7 - 2020,806,0,1
7 - 2020,808,0,3
7 - 2020,811,0,4
7 - 2020,812,0,2
7 - 2020,813,0,3
7 - 2020,813,1,2
7 - 2020,814,0,2
7 - 2020,816,0,3
7 - 2020,817,0,1
7 - 2020,818,1,2
7 - 2020,819,0,3
7 - 2020,822,0,2
7 - 2020,825,0,2
7 - 2020,827,0,2
7 - 2020,828,0,4
7 - 2020,828,1,2
7 - 2020,829,0,2
7 - 2020,830,0,1
7 - 2020,831,0,3
7 - 2020,832,0,2
7 - 2020,834,0,1
7 - 2020,838,0,1
7 - 2020,839,0,3
7 - 2020,840,0,1
7 - 2020,840,1,1
7 - 2020,843,0,1
7 - 2020,845,0,1
7 - 2020,850,0,1
7 - 2020,850,1,2
7 - 2020,851,0,1
7 - 2020,852,0,3
7 - 2020,854,0,3
7 - 2020,854,1,2
7 - 2020,857,0,2
7 - 2020,858,0,3
7 - 2020,859,0,1
7 - 2020,861,0,3
7 - 2020,862,0,2
7 - 2020,863,0,1
7 - 2020,864,0,4
7 - 2020,866,0,4
7 - 2020,867,0,3
7 - 2020,868,0,2
7 - 2020,868,1,2
7 - 2020,869,0,2
7 - 2020,869,1,4
7 - 2020,870,0,9
7 - 2020,870,1,4
7 - 2020,871,0,1
7 - 2020,874,0,3
7 - 2020,874,1,2
7 - 2020,877,1,2
7 - 2020,878,0,2
7 - 2020,879,0,3
7 - 2020,880,1,2
7 - 2020,882,0,1
7 - 2020,883,0,1
7 - 2020,883,1,5
7 - 2020,884,0,2
7 - 2020,886,0,3
7 - 2020,887,0,1
7 - 2020,889,0,3
7 - 2020,889,1,2
7 - 2020,890,0,2
7 - 2020,891,0,1
7 - 2020,892,0,1
7 - 2020,893,0,1
7 - 2020,893,1,2
7 - 2020,894,0,2
7 - 2020,896,0,1
7 - 2020,898,0,2
7 - 2020,898,1,5
7 - 2020,900,0,6
7 - 2020,901,0,10
7 - 2020,902,0,6
7 - 2020,904,0,1
7 - 2020,905,0,1
7 - 2020,906,0,1
7 - 2020,907,1,2
7 - 2020,912,0,1
7 - 2020,913,0,2
7 - 2020,914,0,2
7 - 2020,915,0,1
7 - 2020,918,1,2
7 - 2020,920,0,2
7 - 2020,921,0,6
7 - 2020,922,0,4
7 - 2020,923,0,1
7 - 2020,924,0,5
7 - 2020,925,0,2
7 - 2020,928,0,3
7 - 2020,929,0,2
7 - 2020,930,0,2
7 - 2020,932,0,2
7 - 2020,933,0,2
7 - 2020,935,0,1
7 - 2020,937,0,1
7 - 2020,939,0,5
7 - 2020,940,0,3
7 - 2020,941,0,2
7 - 2020,942,0,2
7 - 2020,945,0,1
7 - 2020,946,0,3
7 - 2020,947,0,2
7 - 2020,948,1,2
7 - 2020,950,0,2
7 - 2020,951,0,1
7 - 2020,952,0,2
7 - 2020,952,1,3
7 - 2020,952,2,1
7 - 2020,953,0,1
7 - 2020,954,0,1
7 - 2020,957,0,1
7 - 2020,958,0,2
7 - 2020,959,0,1
7 - 2020,960,0,1
7 - 2020,961,0,2
7 - 2020,963,0,2
7 - 2020,966,0,1
7 - 2020,967,0,1
7 - 2020,975,0,1
7 - 2020,976,0,5
7 - 2020,978,0,1
7 - 2020,979,0,3
7 - 2020,979,1,3
7 - 2020,980,1,2
7 - 2020,982,0,6
7 - 2020,983,0,6
7 - 2020,984,0,3
7 - 2020,985,0,1
7 - 2020,986,0,1
7 - 2020,988,0,1
7 - 2020,991,0,2
7 - 2020,992,0,3
7 - 2020,993,0,1
7 - 2020,994,0,1
7 - 2020,995,0,1
7 - 2020,996,0,2
7 - 2020,996,1,2
7 - 2020,997,0,1
7 - 2020,998,0,1
7 - 2020,999,0,1
7 - 2020,1000,0,5
7 - 2020,1001,0,6
7 - 2020,1001,1,2
7 - 2020,1002,0,2
7 - 2020,1003,0,1
7 - 2020,1005,0,1
7 - 2020,1008,0,2
7 - 2020,1008,1,2
7 - 2020,1009,0,6
7 - 2020,1010,0,5
7 - 2020,1011,0,3
7 - 2020,1013,0,2
7 - 2020,1014,0,3
7 - 2020,1016,0,1
7 - 2020,1019,0,1
7 - 2020,1020,0,1
7 - 2020,1023,0,1
7 - 2020,1024,0,1
7 - 2020,1025,0,6
7 - 2020,1025,1,2
7 - 2020,1026,0,6
7 - 2020,1030,0,1
7 - 2020,1031,1,3
7 - 2020,1032,0,1
7 - 2020,1033,0,3
7 - 2020,1035,0,1
7 - 2020,1037,0,7
7 - 2020,1039,0,4
7 - 2020,1039,1,2
7 - 2020,1040,0,4
7 - 2020,1041,0,3
7 - 2020,1042,0,1
7 - 2020,1043,0,9
7 - 2020,1045,0,1
7 - 2020,1046,0,5
7 - 2020,1046,1,5
7 - 2020,1047,0,1
7 - 2020,1049,0,3
7 - 2020,1052,0,2
7 - 2020,1052,1,2
7 - 2020,1053,0,4
7 - 2020,1053,1,4
7 - 2020,1054,0,1
7 - 2020,1056,0,3
7 - 2020,1057,0,1
7 - 2020,1058,0,3
7 - 2020,1059,0,15
7 - 2020,1061,0,1
7 - 2020,1063,0,2
7 - 2020,1065,0,5
7 - 2020,1066,0,2
7 - 2020,1068,0,1
7 - 2020,1069,0,5
7 - 2020,1070,0,1
7 - 2020,1071,0,5
7 - 2020,1072,0,4
7 - 2020,1074,0,1
7 - 2020,1074,1,2
7 - 2020,1081,0,2
7 - 2020,1082,0,7
7 - 2020,1082,1,2
7 - 2020,1084,0,2
7 - 2020,1085,0,2
7 - 2020,1086,0,5
7 - 2020,1087,0,3
7 - 2020,1089,0,1
7 - 2020,1092,0,2
7 - 2020,1092,1,2
7 - 2020,1093,0,4
7 - 2020,1096,0,1
7 - 2020,1097,0,6
7 - 2020,1097,1,2
7 - 2020,1098,0,4
7 - 2020,1100,0,1
7 - 2020,1101,0,1
7 - 2020,1103,0,4
7 - 2020,1104,0,1
7 - 2020,1105,1,3
7 - 2020,1109,1,1
7 - 2020,1111,0,4
7 - 2020,1111,1,2
7 - 2020,1117,1,2
7 - 2020,1119,0,1
7 - 2020,1120,0,4
7 - 2020,1121,0,5
7 - 2020,1122,0,16
7 - 2020,1122,1,2
7 - 2020,1123,0,10
7 - 2020,1125,0,3
7 - 2020,1128,0,1
7 - 2020,1134,0,5
7 - 2020,1136,0,9
7 - 2020,1138,0,8
7 - 2020,1140,0,1
7 - 2020,1143,0,1
7 - 2020,1145,1,2
7 - 2020,1146,0,4
7 - 2020,1147,0,1
7 - 2020,1150,0,5
7 - 2020,1152,0,2
7 - 2020,1154,0,2
7 - 2020,1158,0,1
7 - 2020,1163,0,1
7 - 2020,1164,0,1
7 - 2020,1165,0,1
7 - 2020,1166,0,1
7 - 2020,1167,0,2
7 - 2020,1168,0,2
7 - 2020,1169,0,1
7 - 2020,1170,0,5
7 - 2020,1171,0,2
7 - 2020,1172,0,1
7 - 2020,1173,0,3
7 - 2020,1174,0,3
7 - 2020,1178,0,1
7 - 2020,1179,0,2
7 - 2020,1179,1,7
7 - 2020,1179,2,1
7 - 2020,1181,0,2
7 - 2020,1182,0,1
7 - 2020,1183,0,2
7 - 2020,1184,0,2
7 - 2020,1186,0,7
7 - 2020,1187,0,2
7 - 2020,1189,0,1
7 - 2020,1190,0,2
7 - 2020,1190,1,2
7 - 2020,1192,0,2
7 - 2020,1193,0,6
7 - 2020,1196,0,3
7 - 2020,1197,0,1
7 - 2020,1199,0,2
7 - 2020,1201,0,1
7 - 2020,1202,0,7
7 - 2020,1204,0,3
7 - 2020,1204,1,2
7 - 2020,1205,0,3
7 - 2020,1206,0,3
7 - 2020,1207,0,2
7 - 2020,1210,0,1
7 - 2020,1212,0,4
7 - 2020,1213,0,2
7 - 2020,1214,0,1
7 - 2020,1215,0,2
7 - 2020,1216,0,3
7 - 2020,1220,0,6
7 - 2020,1222,0,1
7 - 2020,1223,0,4
7 - 2020,1223,1,9
7 - 2020,1224,0,1
7 - 2020,1225,0,1
7 - 2020,1228,0,1
7 - 2020,1230,0,2
7 - 2020,1231,0,2
7 - 2020,1233,0,3
7 - 2020,1234,0,2
7 - 2020,1235,0,1
7 - 2020,1235,1,3
7 - 2020,1236,0,3
7 - 2020,1237,0,2
7 - 2020,1238,0,4
7 - 2020,1240,0,1
7 - 2020,1241,0,6
7 - 2020,1242,0,3
7 - 2020,1243,0,1
7 - 2020,1246,0,7
7 - 2020,1247,0,2
7 - 2020,1249,0,11
7 - 2020,1256,0,1
7 - 2020,1257,0,1
7 - 2020,1258,0,1
7 - 2020,1261,0,3
7 - 2020,1262,0,3
7 - 2020,1264,0,1
7 - 2020,1265,0,1
7 - 2020,1266,0,1
7 - 2020,1267,0,1
7 - 2020,1269,0,2
7 - 2020,1270,0,3
7 - 2020,1274,0,1
7 - 2020,1275,0,3
7 - 2020,1275,1,3
7 - 2020,1276,0,2
7 - 2020,1278,0,4
7 - 2020,1278,2,1
7 - 2020,1280,0,2
7 - 2020,1281,0,1
7 - 2020,1281,1,4
7 - 2020,1282,0,1
7 - 2020,1284,0,2
7 - 2020,1286,0,1
7 - 2020,1288,0,1
7 - 2020,1289,0,3
7 - 2020,1290,0,1
7 - 2020,1291,0,1
7 - 2020,1293,0,6
7 - 2020,1298,0,1
7 - 2020,1308,0,2
7 - 2020,1308,1,1
7 - 2020,1309,0,1
7 - 2020,1311,0,4
7 - 2020,1312,0,1
7 - 2020,1314,0,1
